answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
How cool!  In 1998 New Hampshire adopted this as its state sport,21,200,False,skiing,Chris,True,NEW HAMPSHIRE,1,14
"In 1957 this lady sang the blues, a song called ""Fine And Mellow"", on the CBS special ""The World of Jazz""",26,200,False,Billie Holiday,Tom,True,ALL THAT JAZZ,1,14
The Taronga Zoo in this Australian port city is famous for its koala walkabout exhibit,6,200,False,Sydney,Chris,True,KOALA TIME,1,14
"It was a mistake to go near this part-leonine creature; if you couldn't solve its riddles, it would eat you",1,200,False,the Sphinx,Chris,True,WHAT A MYTHTAKE!,1,14
"If you have your heart set on being a lance corporal, this is the only U.S. armed service that offers that rank",11,200,False,the Marines,Tom,True,RANKS & TITLES,1,14
"I wasn't surprised to see that overacting thespian eat the Smithfield type of this (he really is one, you know)",16,200,False,a ham,Tom,True,YOU ARE WHAT YOU EAT,1,14
Speak up now if you know that a college in Nashua is named for this great New Hampshire orator,22,400,False,Daniel Webster,Russ,True,NEW HAMPSHIRE,1,14
"At age 6, Wynton Marsalis received his first trumpet from this New Orleans trumpeter known for ""Cotton Candy""",27,400,False,Al Hirt,Chris,False,ALL THAT JAZZ,1,14
"Of 6, 16, or 60 years, the closest to the average life expectancy of a koala",7,400,False,16,Chris,True,KOALA TIME,1,14
If only Remus hadn't jumped over a wall on the Palatine hill; that may be why this sibling killed him,2,400,False,Romulus,Tom,True,WHAT A MYTHTAKE!,1,14
In 1841 Matthew Perry was promoted to this rank,12,400,False,Commodore,Chris,True,RANKS & TITLES,1,14
Gorge on these chocolate-&-peanut butter bars (or let them slip through your digits) & folks will call you this,17,400,False,Butterfingers,Chris,True,YOU ARE WHAT YOU EAT,1,14
"New Hampshire's chief seaport, it was founded as Strawbery Banke in 1630",23,600,False,Portsmouth,Triple Stumper,False,NEW HAMPSHIRE,1,14
"Many of the TV generation know this jazz singer by her '70s ads that asked ""Is it live or is it Memorex?""",28,600,False,Ella Fitzgerald,Triple Stumper,False,ALL THAT JAZZ,1,14
In 1967 a talking koala became the spokesmarsupial for this airline,8,600,False,Qantas,Tom,True,KOALA TIME,1,14
This god milked his affair with Io for all it was worth: he had to turn her into a cow to protect her from his wife,3,600,False,Zeus,Russ,True,WHAT A MYTHTAKE!,1,14
"In 1875 Franz Ferdinand, future heir to the Austro-Hungarian throne, inherited this title",13,600,False,Archduke,Russ,True,RANKS & TITLES,1,14
I couldn't believe it when I saw the boss eat a 20-lb. wheel of brie--that's why we gave him this title,18,600,False,the Big Cheese,Chris,True,YOU ARE WHAT YOU EAT,1,14
In 2003 New Hampshirites were stunned as this stony landmark of theirs just crumbled away,24,800,False,the Old Man of the Mountain,Tom,True,NEW HAMPSHIRE,1,14
"Albums by this guitarist include ""A Day in the Life"" & ""Movin' Wes""",29,800,False,Wes Montgomery,Chris,False,ALL THAT JAZZ,1,14
"Like other marsupials, this is the term for a baby koala",9,800,False,a joey,Russ,True,KOALA TIME,1,14
"Some say that Phineus mistreated his kids, which is why these bird-like female monsters plagued him",4,800,False,harpies,Chris,True,WHAT A MYTHTAKE!,1,14
The wife of a reigning monarch is referred to as the Queen this,14,800,False,Consort,Tom,True,RANKS & TITLES,1,14
"Hey, you!  You with the long-lasting caramel sucker & the blond in the mink!  Bet she calls you this!",19,800,False,Sugar Daddy,Tom,True,YOU ARE WHAT YOU EAT,1,14
In 1944 this resort area in the White Mountains was the site of an important U.N. monetary conference,25,1000,False,Bretton Woods,Triple Stumper,False,NEW HAMPSHIRE,1,14
In 1977 this saxophonist for the Dave Brubeck Quartet was elected to the Downbeat Magazine hall of fame,30,1000,False,Paul Desmond,Triple Stumper,False,ALL THAT JAZZ,1,14
"The word koala comes from the language of the Australian natives & means ""animal that doesn't"" do this",10,1000,False,drink,Tom,True,KOALA TIME,1,14
"Thinking it was a love potion, Deianira dipped a shirt meant for him in poisoned blood--oops!  It killed him",5,1000,False,Hercules,Chris,True,WHAT A MYTHTAKE!,1,14
Inheriting property & title from her deceased husband made Tz'u-hsi of China this kind of Empress,15,"2,600",True,Dowager,Tom,True,RANKS & TITLES,1,14
"You're such a grouch!  For your June 25th birthday I'm serving you this, the symbol of your zodiac sign",20,1000,False,a crab,Tom,True,YOU ARE WHAT YOU EAT,1,14
"Robert Caro's ""Means of Ascent"", a biography of this Texan President, recounts his early Senate victories",1,400,False,Lyndon Johnson,Chris,True,NATIONAL BOOK CRITICS CIRCLE HONOREES,2,14
On this '50s sitcom Frank Bank played Lumpy,21,400,False,Leave It to Beaver,Triple Stumper,False,TAKING YOUR LUMPS,2,14
"Fold a cloth into a triangle, gently slip the widest part under the arm, tie the ends around the neck",11,400,False,make a sling,Tom,True,HOW DO YOU...,2,14
"Johnny has left the building wearing these""You can knock me down /Step on my face /Slander my name all over the place...""",16,400,False,"""Blue Suede Shoes""",Tom,True,"THE JOHNNY GILBERT ""BLUE""s",2,14
"""My wallpaper and I are fighting a duel to the death.  One or the other of us has to go"", quipped this Irish playwright",6,400,False,Oscar Wilde,Tom,True,THIS WAY TO THE EGRESS,2,14
7-8-9:A type of hyena,26,400,False,laughing,Chris,True,LETTERS IN SEQUENCE,2,14
"This writer won for his novel ""The Counterlife"" & for the biography ""Patrimony"", but not for ""Portnoy""",2,800,False,Philip Roth,Chris,True,NATIONAL BOOK CRITICS CIRCLE HONOREES,2,14
