answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
The 1967 Compton's article on this now-defunct country shows a woman from Kharkov with steel teeth,1,200,False,the USSR,Arthur,True,IN OLD ENCYCLOPEDIAS,1,19
"He played Easy Reader & Mel Mound the DJ; in 2003 he was God ""Almighty""",21,200,False,Morgan Freeman,Arthur,True,PBS' ELECTRIC COMPANY,1,19
"Don't slip on this one:  some Africans eat matoke & drink waragi, both made from this fruit",11,200,False,bananas,Tom,True,HODGEPODGE,1,19
The Matterhorn,6,200,False,Switzerland & Italy,Arthur,True,SPLIT OWNERSHIP,1,19
(Jimmy of the Clue Crew spoons steamed & foamed milk into a cup of espresso behind a counter of a Starbucks in Seattle.)  Espresso with steamed & foamed milk was given this Italian name because the color was similar to a monk's habit,26,200,False,cappuccino,Arthur,True,STARBUCKS,1,19
"In 1817 this inventor married Henrietta Edwards, the granddaughter of theologian Jonathan Edwards",16,200,False,(Eli) Whitney,Tom,True,"I DON'T GIVE A ""WHIT""",1,19
"Britannica's third edition (1788) says, ""the utility of"" this tuber ""to the common people is well known""",2,400,False,the potato,Arthur,True,IN OLD ENCYCLOPEDIAS,1,19
"""Hey you guys!""  Born Rosita Dolores Alverio, her acting resume goes from ""West Side Story"" to ""E.C."" to HBO's ""Oz""",22,400,False,Rita Moreno,Arthur,True,PBS' ELECTRIC COMPANY,1,19
"World Book says most of these are at least 7 inches long, have a knob on one end & are used to make scarves",12,400,False,knitting needles,Triple Stumper,False,HODGEPODGE,1,19
Hispaniola,7,400,False,Haiti & the Dominican Republic,Russ,True,SPLIT OWNERSHIP,1,19
"Though caramel is Starbucks' most popular flavor, some prefer the chocolate brownie flavor of this blended drink",27,400,False,frappuccino,Arthur,False,STARBUCKS,1,19
"From the Middle English for ""to cut down"", old men seem to like to wile their time away doing it",17,400,False,whittling,Russ,True,"I DON'T GIVE A ""WHIT""",1,19
A 1970 Grolier's article on these called the magnetic drum the most used storage medium,3,600,False,computers,Arthur,True,IN OLD ENCYCLOPEDIAS,1,19
He played Al the Milkman in 1972 & 14 years later had the No. 1 TV show in America,23,600,False,Bill Cosby,Arthur,True,PBS' ELECTRIC COMPANY,1,19
"This often quiet Frenchman said Michael Jackson's Moonwalk was influenced by his own ""Walking Against the Wind""",13,600,False,Marcel Marceau,Arthur,True,HODGEPODGE,1,19
Mount Everest,8,600,False,Nepal & China,Russ,True,SPLIT OWNERSHIP,1,19
"(Sofia of the Clue Crew works counter duty at a Starbucks in Seattle.)  ""Half-caf grande skinny toffee nut latte""--the ""skinny"" part means the drink is to be made with this",28,600,False,skim milk,Arthur,True,STARBUCKS,1,19
"This Southern California city was founded by Quakers in 1887; it was home to Pio Pico, the state's last Mexican gov.",18,600,False,Whittier,Tom,True,"I DON'T GIVE A ""WHIT""",1,19
"In the 1982 Webster's Desk Encyclopedia, it was ""a South-east Asian nation formerly called Cambodia""",4,800,False,Kampuchea,Arthur,True,IN OLD ENCYCLOPEDIAS,1,19
"This composer of ""Poisoning Pigeons In The Park"" penned the songs ""Silent E"" and ""L-Y"" for the show",24,800,False,Tom Lehrer,Triple Stumper,False,PBS' ELECTRIC COMPANY,1,19
"She gave Kenilworth Castle to Robert Dudley, who was (wink, wink) a ""favorite"" of hers",14,800,False,Queen Elizabeth I,Tom,True,HODGEPODGE,1,19
New Guinea,9,800,False,Papua New Guinea & Indonesia,Tom,True,SPLIT OWNERSHIP,1,19
1 of the 2 African countries in names of Starbucks coffee beans,29,800,False,Kenya (or Ethiopia),Arthur,True,STARBUCKS,1,19
"In one of his poems, he described himself as ""one of the roughs, a kosmos, disorderly fleshy and sensual""",19,800,False,Whitman,Tom,True,"I DON'T GIVE A ""WHIT""",1,19
"In a 1989 Columbia, ""many feel"" this harsh system formalized in 1948, ""will end only by force"" (many are wrong)",5,"1,000",True,apartheid,Arthur,False,IN OLD ENCYCLOPEDIAS,1,19
"She's gonna live forever as an ""E.C."" short circus member & an Oscar winner for a song from ""Flashdance""",25,1000,False,(Irene) Cara,Tom,True,PBS' ELECTRIC COMPANY,1,19
"The Captain & Tennile would ""love"" this capital of Oman",15,1000,False,Muscat,Russ,True,HODGEPODGE,1,19
Lake Titicaca,10,1000,False,Peru & Bolivia,Tom,True,SPLIT OWNERSHIP,1,19
(Jimmy of the Clue Crew stands at a Starbucks sales display in Seattle.)  Starbucks preserves forests by promoting this type of coffee from plants under the canopies of native trees,30,1000,False,shade coffee,Triple Stumper,False,STARBUCKS,1,19
Pentecost,20,1000,False,Whit Sunday,Arthur,True,"I DON'T GIVE A ""WHIT""",1,19
This capital was founded by North American settlers in 1822,16,400,False,Monrovia,Tom,True,AFRICAN CAPITALS,2,19
"9 of the top 20 bestselling country albums, including ""Ropin' the Wind"" & ""The Chase"", are by this superstar",6,400,False,Garth Brooks,Tom,True,ALBUMS,2,19
This 1893 opera based on a children's tale is set partly in the woods of Ilsenstein,1,400,False,Hansel and Gretel,Tom,True,OPERA,2,19
The architect Brunelleschi created this engineering wonder for the Florence Cathedral,26,400,False,the dome,Tom,True,RENAISSANCE ART,2,19
Ben Franklin defined man as an animal that makes these; we started making them more than 2 million years ago,21,400,False,tools,Russ,True,HUMAN EVOLUTION,2,19
"This type of engine takes in air, compresses it, & thrusts it out the back",11,400,False,jet,Russ,True,SEARCH: ENGINES,2,19
In 1993 18 U.S. soldiers were killed in a fierce battle in this capital,17,"1,500",True,Mogadishu,Tom,True,AFRICAN CAPITALS,2,19
