answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"It was the wolf's reply to Red's comment, ""Grandmother, what large eyes you have""",16,200,False,the better to see you with,Ken,True,LITTLE RED RIDING HOOD,1,3
The shortwave band begins at about 1700 these units abbreviated kHz; below that you're in AM territory,26,200,False,kilohertz,Ken,True,SHORTWAVE,1,3
"This popcorn magnate burst into the world on July 16, 1907 in Brazil, Indiana",21,200,False,Orville Redenbacher,Ken,True,SMALL TOWN FOLKS,1,3
The only native mammal in Micronesia is this flying one,11,200,False,a bat,Ken,True,MICRONESIA,1,3
"Probably the most famous ukulele player to have a top 40 hit, his name came from a Charles Dickens character",2,200,False,Tiny Tim,Ken,True,"A ""TINY"" CATEGORY",1,3
"My newt, seen here, gets offended when people call it a lizard--it's obviously one of these amphibians",1,200,False,a salamander,Adam,True,MY NEWT,1,3
"In the 1934 Disney cartoon ""The Big Bad Wolf"", this trio warns Red about the wolf waiting at Grandma's house",17,400,False,the Three Little Pigs,Ken,True,LITTLE RED RIDING HOOD,1,3
"Mainly funded by the CIA, this broadcasting operation began transmitting behind the Iron Curtain in 1949",27,400,False,Radio Free Europe,Ken,True,SHORTWAVE,1,3
"As a player, this man led tiny Williston, N.D. High to the state basketball championships",22,400,False,Phil Jackson,Ken,True,SMALL TOWN FOLKS,1,3
In the 1950s Enewetak & this atoll consisted the Pacific proving ground of the U.S. Atomic Energy Commission,12,400,False,Bikini Atoll,Ken,True,MICRONESIA,1,3
Leon Prober composed this Don Ho standard,7,400,False,"""Tiny Bubbles""",Ken,True,"A ""TINY"" CATEGORY",1,3
"When my newt developed this pair of organs, it was ready to start living on land & be called an eft",3,400,False,lungs,Ken,True,MY NEWT,1,3
"In the Grimms' version, this character was added to save Red's life after the wolf had devoured her",18,600,False,the woodsman,Ken,True,LITTLE RED RIDING HOOD,1,3
"One book calls this 12-letter word the ""arch-enemy of shortwave listeners""; I just call it annoying",28,600,False,interference,Ken,True,SHORTWAVE,1,3
"Last name of Cecile, Yvonne, Annette, Emelie, & Marie, born May 28, 1934 in the village of Callendar, Ontario",23,"4,200",True,Dionne,Ken,True,SMALL TOWN FOLKS,1,3
"The name Micronesia comes from 2 Greek words, micro & nesos, which mean this",13,600,False,small island,Ken,True,MICRONESIA,1,3
1980s Boston Celtics standout Nate,8,600,False,"""Tiny"" Archibald",Adam,True,"A ""TINY"" CATEGORY",1,3
My newt takes pride in how carefully female newts attach these individually to aquatic plants,4,600,False,her eggs,Ken,True,MY NEWT,1,3
"""Lil' Red Riding Hood"" was a No. 2 hit in 1966 for Sam the Sham & this group",19,800,False,The Pharaohs,Ken,True,LITTLE RED RIDING HOOD,1,3
This service that broadcasts from Abuja & Lagos has a name reflecting that of the USA's official radio service,29,800,False,Voice of Nigeria,Ken,False,SHORTWAVE,1,3
"This bandleader whose hit is heard here grew up in the small towns of Clarinda, Iowa; Tryon, Neb.; & Grant City, Mo.",24,800,False,Glenn Miller,Adam,True,SMALL TOWN FOLKS,1,3
"In Agana, the capital of this U.S. territory, you can visit Latte Stone Park & see stone pillars from a prehistoric people",14,800,False,Guam,Ken,True,MICRONESIA,1,3
This TV show featured younger versions of classic Warner Bros. animated characters,9,800,False,Tiny Toon Adventures (Tiny Toons accepted),Ken,True,"A ""TINY"" CATEGORY",1,3
It's no fun for my newt to hug his European cousin named for these bumps attributed to toads,5,800,False,warts,Ken,True,MY NEWT,1,3
"""Little Red Riding Hood"" was first written as ""Le Petit Chaperon Rouge"" in 1697 by this French fairy tale compiler",20,1000,False,Charles Perrault,Ken,True,LITTLE RED RIDING HOOD,1,3
"To catch the BBC at 1700 UTC, or Universal Time Coordinated, tune in at this morning hour Pacific Standard time",30,1000,False,9:00 AM,Triple Stumper,False,SHORTWAVE,1,3
"From Dublin, Mich. this actor & Verizon spokesman first used a phone when he won a college scholarship",25,1000,False,James Earl Jones,Ken,True,SMALL TOWN FOLKS,1,3
Most of the Caroline Islands are now a part of this independent country known as FSM for short,15,1000,False,the Federated States of Micronesia,Laura,True,MICRONESIA,1,3
