answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"Social insects, termites live in groups of a few hundred to several million called these",11,200,False,colonies,Arthur,True,SCIENCE & TECHNOLOGY,1,20
Hail to the chief:ART MEN SHINE,6,200,False,Martin Sheen,Russ,True,ANAGRAMMED WEST WING STARS,1,20
"One of these large birds is featured in ""Les Maries de la Tour Eiffel"" (reminds me of ""Fantasia"")",21,200,False,ostriches,Arthur,False,BIRD-BRAINED BALLETS,1,20
"The avant-garde author of ""Three Lives"", her home was a salon for emerging artists such as Picasso & Braque",16,200,False,(Gertrude) Stein,Russ,True,AMERICANS IN PARIS,1,20
"Published in 1976, her last Miss Marple case, ""Sleeping Murder"", was actually written during WWII",26,200,False,(Agatha) Christie,Russ,True,ENGLISH LIT,1,20
"Add this letter to ""S"" for the Internet domain name of Napoleon's last home",1,200,False,H,Triple Stumper,False,TAKE IN ORDER!,1,20
"Dioxide of this element, symbol Cr, is used to make recording tape for cassettes",12,400,False,chromium,Arthur,True,SCIENCE & TECHNOLOGY,1,20
"She ""presses"" on:SOLE JAIL NANNY",7,400,False,Allison Janney,Russ,True,ANAGRAMMED WEST WING STARS,1,20
"The ""Bluebird Pas de Deux"" is performed at Princess Aurora's wedding in this fairy tale ballet",22,400,False,Sleeping Beauty,Triple Stumper,False,BIRD-BRAINED BALLETS,1,20
"While in Paris, poet & critic Ezra Pound helped little-known talent T.S. Eliot edit this 1922 poem",17,400,False,"""The Waste Land""",Tom,True,AMERICANS IN PARIS,1,20
"She introduced Mr. & Mrs. Dalloway in her first novel, ""The Voyage Out""",27,400,False,Virginia Woolf,Russ,True,ENGLISH LIT,1,20
Now add this letter to get H. Rider Haggard's novel about an African sorceress,2,400,False,E,Triple Stumper,False,TAKE IN ORDER!,1,20
The Cassini spacecraft is scheduled to study this planet & send a probe to the surface of its moon Titan,13,600,False,Saturn,Russ,True,SCIENCE & TECHNOLOGY,1,20
"We're still ""laugh-in"" at her:O MY ILL LINT",8,600,False,Lily Tomlin,Russ,True,ANAGRAMMED WEST WING STARS,1,20
"Gelsey Kirkland starred in the 1972 version of ""The Song of"" this nocturnal bird",23,600,False,a nightingale,Arthur,True,BIRD-BRAINED BALLETS,1,20
"This ""Fanfare for the Common Man"" composer sold his first work while studying with Nadia Boulanger in Paris",18,600,False,(Aaron) Copland,Russ,True,AMERICANS IN PARIS,1,20
"Chapters in this novel include ""Wickfield and Heep"" & ""Mr. Micawber's Gauntlet""",28,600,False,David Copperfield,Russ,True,ENGLISH LIT,1,20
"Next add this letter for a ballpark opened April 17, 1964",3,600,False,A,Arthur,True,TAKE IN ORDER!,1,20
The name of this pivoted frame for the combustion chamber & nozzle of a rocket sounds like Macy's one-time rival,14,800,False,a gimbal,Arthur,True,SCIENCE & TECHNOLOGY,1,20
"Quite a ""lady"":DANCING CART HONKS",9,800,False,Stockard Channing,Triple Stumper,False,ANAGRAMMED WEST WING STARS,1,20
Tamara Karsavina won the role of this title bird in a 1910 ballet because Anna Pavlova didn't like the music,24,800,False,the Firebird,Russ,True,BIRD-BRAINED BALLETS,1,20
Alexander Calder made one of his first wire sculptures in the image of this expatriate singer/dancer,19,"1,000",True,Josephine Baker,Russ,True,AMERICANS IN PARIS,1,20
"Published in 1590, ""The Legend of the Red Cross Knight"" is the first of 6 books in this poetic epic",29,800,False,The Faerie Queene,Tom,True,ENGLISH LIT,1,20
Then add this letter to get a type of stress affecting solids or a change in the wind speed,4,800,False,R,Russ,True,TAKE IN ORDER!,1,20
"This biologist first gained acclaim for writing in1937 with her article ""Undersea"" in the Atlantic Monthly",15,1000,False,Rachel Carson,Triple Stumper,False,SCIENCE & TECHNOLOGY,1,20
He's Toby Z:HARD CHIC RIFFS,10,1000,False,Richard Schiff,Triple Stumper,False,ANAGRAMMED WEST WING STARS,1,20
"Created for Anna Pavlova, this famous ballet solo is a lot shorter than ""Swan Lake""",25,1000,False,"""The Dying Swan""",Triple Stumper,False,BIRD-BRAINED BALLETS,1,20
"During his self-exile, he voiced the strife of black Americans in books like 1961's ""Nobody Knows My Name""",20,1000,False,James Baldwin,Triple Stumper,False,AMERICANS IN PARIS,1,20
"She's the heroine of the long-banned 18th century novel ""Memoirs of a Woman of Pleasure""",30,1000,False,Fanny Hill,Triple Stumper,False,ENGLISH LIT,1,20
"(Sofia of the Clue Crew wears a warm, woolly coat.)  Finally add these four letters to get the type of coat I'm wearing",5,1000,False,L-I-N-G,Arthur,True,TAKE IN ORDER!,1,20
"""Vive la"" this, for which Augustin Cauchy introduced the delta symbol in the 19th century",21,400,False,difference,Tom,True,CALCULUS,2,20
"This Debby Boone hit was No. 1 on the Top 40 chart for 10 weeks, longer than any other song of the 1970s",22,400,False,"""You Light Up My Life""",Tom,True,CHART TOPPERS,2,20
Buffalo & Cleveland are major ports on this Great Lake,6,400,False,Erie,Russ,True,GEOGRAPHY,2,20
The word blog evolved as a shortened form of this,16,400,False,web log,Russ,True,BLOGS,2,20
"Alexander II signed the Peace of York in 1237, establishing a permanent boundary between these 2 countries",11,400,False,England and Scotland,Arthur,True,FIVE EASY PEACES,2,20
"Whether it's a problem in the eye or a waterfall, it's from the Greek for ""to dash down""",1,400,False,cataract,Tom,True,WORD ORIGINS,2,20
"(Cheryl of the Clue Crew points to a blackboard.)  By finding the value of the right side of the equation, we'll do this to the function",27,800,False,integrate it,Triple Stumper,False,CALCULUS,2,20
"His No. 1 R&B hits include ""Papa Don't Take No Mess Part 1""",23,800,False,James Brown,Triple Stumper,False,CHART TOPPERS,2,20
"This Atlantic ""sea"" is named for the seaweed that can be seen there",7,800,False,the Sargasso Sea,Russ,True,GEOGRAPHY,2,20
Lawyer Lawrence Lessig started blogging after being thrown off the anti-trust case against this software giant,17,800,False,Microsoft,Russ,True,BLOGS,2,20
The Peace of this mountain range agreed to by Louis XIV & Philip IV ended the 1600s Franco-Spanish War,12,800,False,the Pyrenees,Russ,True,FIVE EASY PEACES,2,20
"From the Italian for ""bench"", it's a sumptuous feast given in someone's honor",2,800,False,banquet,Tom,True,WORD ORIGINS,2,20
"On a graph, the derivative of a function is this, which all lines except vertical ones have",28,1200,False,a slope,Arthur,True,CALCULUS,2,20
"Her 1996 hit ""Because You Loved Me"" topped the adult contemporary charts for an amazing 19 weeks",24,1200,False,Celine Dion,Triple Stumper,False,CHART TOPPERS,2,20
"One of the 2 South American countries trying to claim Graham Land, part of the British Antarctic territory",8,"3,000",True,Argentina (or Chile),Russ,True,GEOGRAPHY,2,20
The Lycos blog posted a link to a job listing for an entertainment liaison in this newest Cabinet department,18,1200,False,Homeland Security,Arthur,True,BLOGS,2,20
"After John II's 1356 defeat at the Battle of Poitiers, the Peace of Bretigny was signed, ending the 1st phase of this",13,1200,False,the Hundred Years\' War,Tom,True,FIVE EASY PEACES,2,20
