answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"The 3 branches of original Protestantism were Zwinglianism, Calvinism & this ""ism""",12,200,False,Lutheranism,Russ,True,RELIGION,1,16
"Matthew Broderick won for ""How to Succeed in Business…"" & also for ""Brighton Beach Memoirs"" by this author",26,200,False,Neil Simon,Russ,True,MULTIPLE TONY WINNERS,1,16
"At 1.7 people per square kilometer, this Central Asian nation is the world's most sparsely populated country",1,200,False,Mongolia,Seth,False,"COUNTRIES THAT END IN ""IA""",1,16
Mother of this!  It's a type of handle a revolver can have,11,200,False,pearl,Seth,True,PRECIOUS STONES,1,16
"Yes, these parasitic annelids of the class hirudinea can actually help drain a hematoma, but yeeeesh!",6,200,False,a leech,Vinita,True,LET'S GET MEDICAL,1,16
The kernel of a peach & Foucault's famous invention,21,200,False,a pit & the pendulum,Seth,True,QUASI-RELATED PAIRS,1,16
The slanted bar on the Orthodox Cross may refer to these criminals flanking Jesus--one went to heaven and one didn't,13,400,False,the two thieves,Triple Stumper,False,RELIGION,1,16
"This Oscar-less actress won Tonys for ""The Real Thing"", ""Death and the Maiden"" & ""Sunset Boulevard""",27,400,False,(Glenn) Close,Vinita,True,MULTIPLE TONY WINNERS,1,16
"President Robert Kocharian is its head of state, Primer Minister Andranik Markarian its head of government",2,400,False,Armenia,Triple Stumper,False,"COUNTRIES THAT END IN ""IA""",1,16
"A David Caruso film, or a valuable stone found in Chinese carvings from 1400 B.C.",17,400,False,jade,Vinita,True,PRECIOUS STONES,1,16
"Amyotrophic lateral sclerosis, also known as his disease, claimed his life in 1941",7,400,False,Lou Gehrig,Russ,True,LET'S GET MEDICAL,1,16
Former St. Louis Cardinal shortstop Smith & Ms. Beecher Stowe,22,400,False,Ozzie & Harriet,Russ,True,QUASI-RELATED PAIRS,1,16
This sternly conservative Islamic movement named for an 18th century cleric is based in Arabia,14,600,False,Wahhabism,Russ,True,RELIGION,1,16
"Seen here after his 1981 win for ""The Pirates of Penzance"", he also won for ""On the 20th Century""",28,600,False,(Kevin) Kline,Russ,True,MULTIPLE TONY WINNERS,1,16
This Baltic republic is bordered on the north by the Gulf of Finland,3,600,False,Estonia,Russ,True,"COUNTRIES THAT END IN ""IA""",1,16
You might need one to pay your hospital bills if you take a fall on a double this ski trail,18,600,False,diamond,Vinita,True,PRECIOUS STONES,1,16
"If a 16th C. golfer had an ""apoplexy"" after losing a ball in the water, today he'd have a 1-this penalty",8,600,False,a stroke,Russ,True,LET'S GET MEDICAL,1,16
"""Wizard of Oz"" Ray Bolger role & Coretta's married name",23,600,False,the Scarecrow & Mrs. King,Seth,False,QUASI-RELATED PAIRS,1,16
"In 1987 Hialeah, FL banned this religion's animal sacrifices; in 1993 the Supreme Court overturned the ban",15,800,False,Santeria,Seth,True,RELIGION,1,16
"The playwright of ""The Cocktail Party"" also won best play for this poetic musical",29,800,False,Cats by T.S. Eliot,Triple Stumper,False,MULTIPLE TONY WINNERS,1,16
"At the end of World War I, this country received the provinces of Bukovina, Banat & Transylvania from Austria-Hungary",4,800,False,Romania,Vinita,True,"COUNTRIES THAT END IN ""IA""",1,16
"The ancient Greeks raised a toast to this purple gem, believed to protect them from drunkenness",19,800,False,amethyst,Seth,True,PRECIOUS STONES,1,16
In July 1976 a form of pneumonia caused the deaths of 29 members of this organization in Philadelphia,9,800,False,the Legionnaires,Vinita,True,LET'S GET MEDICAL,1,16
Folkster Guthrie & Moonwalker No. 2,24,800,False,Woody & Buzz,Russ,True,QUASI-RELATED PAIRS,1,16
"After initiation as a Sikh, males add this 5-letter word meaning lion to their names",16,1000,False,Singh,Vinita,True,RELIGION,1,16
Her mom won a special Oscar & a Tony; she won 3 Tonys & an Oscar,30,1000,False,Liza Minnelli,Triple Stumper,False,MULTIPLE TONY WINNERS,1,16
"This country's tallest peak, Mount Tahat, rises 9,850 feet in the Ahaggar Mountains in the Sahara Desert",5,"1,000",True,Algeria,Vinita,True,"COUNTRIES THAT END IN ""IA""",1,16
"Sounding like a noted political writer for the N.Y. Times, it's a blue gem variety of corundum",20,1000,False,sapphire,Russ,True,PRECIOUS STONES,1,16
"Athletes sometimes strain this large extensor muscle of the thigh whose name means ""four headed""",10,1000,False,quadriceps,Vinita,True,LET'S GET MEDICAL,1,16
A planetary satellite & half a shilling,25,1000,False,a moon and sixpence,Russ,True,QUASI-RELATED PAIRS,1,16
"On Nov. 4, 2003, this ABC series said a fond farewell to John with an episode titled simply ""Goodbye""",9,400,False,8 Simple Rules (for Dating My Teenage Daughter),Russ,True,JOHN RITTER,2,16
"In this Dickens novel, there are 2 Martins, grandfather & grandson",1,400,False,Martin Chuzzlewit,Vinita,True,TOUGH LIT,2,16
"(Sofia of the Clue Crew narrates from the Int'l Spy Museum in Washington, D.C.)  You could give someone the kiss of death using the lipstick gun provided to employees of this Soviet spy agency",4,400,False,the KGB,Russ,True,THE INTERNATIONAL SPY MUSEUM,2,16
"imdb.com's worst movies of all time includes ""From Justin to Kelly"", starring 2 performers from this TV show",19,400,False,American Idol,Russ,True,WINNER OF OUR DISCONTENT,2,16
Yousuf Karsh created definitive portraiture immortalizing such subjects as Winston Churchill and this author,2,400,False,Ernest Hemingway,Seth,True,PICTURESQUE,2,16
