answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"We're not sure what race this monster & his mom were, but they both sure gave Beowulf a run for his money",21,200,False,Grendel,Arthur,True,IMAGINARY RACES,1,11
"This Gene Hackman hoop movie was called ""Best Shot"" in Europe due to fears that no one would understand the U.S. Title",1,200,False,Hoosiers,Arthur,True,CHAMPIONSHIP MOVIES,1,11
"The lavaliere, a type of pendant, is named for the Duchesse de la Valliere, who romanced this ""Sun King""",16,200,False,Louis XIV,Arthur,True,NAMED FOR A FRENCH KING'S MISTRESS,1,11
A homophone of a man trying to convince a woman to marry him,6,200,False,Souter,Sam,True,ALSO A CURRENT SUPREME COURT JUSTICE,1,11
This leafy green vegetable originated in Southwest Asia & was considered a medicine by Persians,11,200,False,spinach,Arthur,True,"ADD A ""PIN""CH",1,11
640 acres equal a square this,26,200,False,a mile,Arthur,True,FOR GOOD MEASURE,1,11
"Hesiod mentions 3 of these fearsome creatures: Stheno, Euryale & Medusa",22,400,False,Gorgons,Keith,True,IMAGINARY RACES,1,11
Mickey Rooney played an English rider in this 1944 film that jockeys Liz Taylor into position for the Grand National,2,400,False,National Velvet,Sam,True,CHAMPIONSHIP MOVIES,1,11
This king may have called Madame de Pompadour his little lamb chop; a tasty lamb dish is named for her,17,400,False,Louis XV,Arthur,True,NAMED FOR A FRENCH KING'S MISTRESS,1,11
"Name on the award received by Lauren Bacall & Jessye Norman in December 1997 in Washington, D.C.",7,400,False,Kennedy,Sam,True,ALSO A CURRENT SUPREME COURT JUSTICE,1,11
"The type of bowling done on the PBA circuit, or one of the objects you'd aim your ball at",12,400,False,tenpin,Keith,True,"ADD A ""PIN""CH",1,11
"604,800 seconds equal one of these",27,400,False,a week,Arthur,True,FOR GOOD MEASURE,1,11
"Meaning ""old man of the desert"", Shai-Halud is the term for the giant worms of Arrakis in this novel & its sequels",23,600,False,Dune,Sam,True,IMAGINARY RACES,1,11
Dennis Christopher battled Italians & locals en route to Indiana's Little 500 cycling championship in this 1979 film,3,600,False,Breaking Away,Arthur,True,CHAMPIONSHIP MOVIES,1,11
"A Fontange is a lace-&-ribbon headdress named for the Duchesse de Fontanges, a paramour of this long-reigning king",18,600,False,Louis XIV,Triple Stumper,False,NAMED FOR A FRENCH KING'S MISTRESS,1,11
Sounds like the last name of a sitcom witch,8,600,False,Stevens,Triple Stumper,False,ALSO A CURRENT SUPREME COURT JUSTICE,1,11
"In order to remain independent, this 17th C. Dutch philosopher declined a professorship & a pension",13,600,False,Spinoza,Triple Stumper,False,"ADD A ""PIN""CH",1,11
It can be a few drops or exactly 1/16 of a teaspoon,28,600,False,a dash,Triple Stumper,False,FOR GOOD MEASURE,1,11
The aliens in this Mandy Patinkin movie that later became a TV series were called Newcomers,24,800,False,Alien Nation,Sam,True,IMAGINARY RACES,1,11
On the night of a big boxing championship Nicolas Cage gets caught up in an assassination plot in this movie,4,800,False,Snake Eyes,Triple Stumper,False,CHAMPIONSHIP MOVIES,1,11
"An elegant silver pattern was named for Madame du Barry, famed for her liaison with this king",19,800,False,Louis XV,Triple Stumper,False,NAMED FOR A FRENCH KING'S MISTRESS,1,11
Founder of an ice cream company in 1866,9,500,True,Breyer,Sam,False,ALSO A CURRENT SUPREME COURT JUSTICE,1,11
"A green woodpecker or a vain, pretentious chatterbox",14,800,False,popinjay,Triple Stumper,False,"ADD A ""PIN""CH",1,11
33.8 fluid ounces equal one of these,29,800,False,a liter,Keith,True,FOR GOOD MEASURE,1,11
"Doozers were builders & Gorgs were giants, 7 times bigger than these furry beings created for TV by Jim Henson",25,1000,False,Fraggles,Sam,True,IMAGINARY RACES,1,11
Jane Fonda tries to become a dance marathon champ in this Depression-era depresser that got 9 Oscar noms,5,1000,False,"They Shoot Horses, Don\'t They?",Triple Stumper,False,CHAMPIONSHIP MOVIES,1,11
"A fancy sleeve style was named for the Marquise de Montespan, who began dallying with this King around 1667",20,1000,False,Louis XIV,Arthur,True,NAMED FOR A FRENCH KING'S MISTRESS,1,11
Mr. Hobbes or Mr. Malthus,10,1000,False,Thomas,Keith,True,ALSO A CURRENT SUPREME COURT JUSTICE,1,11
It's a pair of glasses kept on the face by a spring that grips the nose,15,1000,False,pince-nez,Arthur,True,"ADD A ""PIN""CH",1,11
"It takes 1,055 joules to equal 1 ""British"" one",30,1000,False,a British thermal unit,Arthur,True,FOR GOOD MEASURE,1,11
The shield on Botswana's coat of arms is supported by 2 of these equines,24,400,False,zebras,Arthur,True,LET'S VISIT BOTSWANA,2,11
Paul Michael Glaser & David Soul,1,400,False,Starsky & Hutch,Triple Stumper,False,TV TITLE PAIRS,2,11
"To an expectant mom, PROM stands for premature rupture of these & it means you should get to the hospital, quick!",6,400,False,a membrane,Arthur,True,BIRTHIN' BABIES,2,11
"(Hi, I'm Bill Rancic of The Apprentice.)  My prize involves helming the work of Mr. Trump's new Chicago hotel, planned for the site of this newspaper's old building",14,400,False,the Sun-Times,Arthur,True,BUSINESS,2,11
Congressman Richard A. Gephardt represents this state's third Congressional district,7,400,False,Missouri,Arthur,True,POLITICIANS,2,11
Noun meaning the customs of diplomatic etiquette or formality,19,400,False,protocol,Arthur,True,"""TOC""",2,11
The 2 most commonly used languages in Botswana are Setswana & this official one,25,800,False,English,Arthur,True,LET'S VISIT BOTSWANA,2,11
Faith Ford & Kelly Ripa,2,800,False,Hope & Faith,Triple Stumper,False,TV TITLE PAIRS,2,11
"The Apgar score rates 5 features of a newborn: heart rate, breathing, muscle tone, reflex irritability & this",12,800,False,color of the skin,Triple Stumper,False,BIRTHIN' BABIES,2,11
"Founded in 1930, Publix is the largest & fastest-growing employee-owned chain of this kind of store",15,800,False,a supermarket,Keith,True,BUSINESS,2,11
1 of 3 Texans to serve as Speaker of the House,8,800,False,Sam Rayburn (or Jim Wright or John Garner),Arthur,True,POLITICIANS,2,11
A composition for a keyboard instrument generally characterized by running passages,20,800,False,toccata,Keith,True,"""TOC""",2,11
The inhabitants of Botswana called the San are also known by this name that could apply to Cheney & Ashcroft,26,1200,False,Bushmen,Sam,False,LET'S VISIT BOTSWANA,2,11
Jameson Parker & Gerald McRaney,3,1200,False,Simon & Simon,Sam,False,TV TITLE PAIRS,2,11
"From the Greek for ""out of place"", it's the term for a pregnancy that develops in the Fallopian tube",13,1200,False,ectopic,Arthur,True,BIRTHIN' BABIES,2,11
GEICO insurance & Fruit of the Loom are among the many subsidiaries of this Warren Buffett holding company,16,1200,False,Berkshire Hathaway,Arthur,True,BUSINESS,2,11
"The USA's lowest-paid governor, Mike Johanns, earns $65,000 in Lincoln as chief executive of this state",9,1200,False,Nebraska,Keith,True,POLITICIANS,2,11
Sociologist Michael Young coined this term for a system that rewards the talented,21,1200,False,meritocracy,Arthur,True,"""TOC""",2,11
Botswana's economy is closely tied to this country with which it shares its longest border,27,600,True,South Africa,Arthur,True,LET'S VISIT BOTSWANA,2,11
Brian Keith & Daniel Hugh-Kelly,4,1600,False,Hardcastle & McCormick,Triple Stumper,False,TV TITLE PAIRS,2,11
This forerunner to breast milk produced in late pregnancy has less sugar & more protein than mature milk,28,1600,False,colostrum,Triple Stumper,False,BIRTHIN' BABIES,2,11
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,17,1600,False,Staples,Sam,True,BUSINESS,2,11
"Currently, this senator from New England is the only declared independent in the U.S. Senate",10,1600,False,Jim Jeffords,Keith,True,POLITICIANS,2,11
An organelle in the cytoplasm of cells that functions in energy production,22,1600,False,mitochondria,Keith,True,"""TOC""",2,11
In 1965 Botswana's seat of government was transferred from Mafeking to this city,30,2000,False,Gaborone,Keith,True,LET'S VISIT BOTSWANA,2,11
Juliet Mills & Richard Long,5,2000,False,Nanny and the Professor,Sam,False,TV TITLE PAIRS,2,11
This American obstetrician's natural childbirth method brought the father into the delivery room as a labor coach,29,"1,000",True,Robert Bradley,Arthur,False,BIRTHIN' BABIES,2,11
"An audio oscillator was the first product from this company, founded by 2 Stanford classmates in 1939",18,2000,False,Hewlett-Packard,Arthur,True,BUSINESS,2,11
"On December 9, 2003 he won a run-off election against Matt Gonzalez to become mayor of San Francisco",11,2000,False,Gavin Newsom,Sam,True,POLITICIANS,2,11
A bell used to sound an alarm or signal,23,2000,False,a tocsin,Arthur,True,"""TOC""",2,11
