answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
This lake in the Western U.S. has a specific gravity that is 10-22% higher than that of fresh water,16,200,False,the Great Salt Lake,Sean,True,U.S. LAKES,1,15
Quarterback Roger Staubach spent his entire 11-seaons pro career with this team,11,200,False,the Dallas Cowboys,Sean,True,PRO FOOTBALL,1,15
"In 1987 this U.S. college's chancellor got a new chain of office, with a badge reading ""1693""",26,200,False,William and Mary,Anne,False,CHAIN OF COMMAND,1,15
"If Ms. Hunter of ""Broadcast News"" married Rolling Stone Ron, she'd say hooray for this name",21,200,False,Holly Wood,Anne,True,IF THEY MARRIED...,1,15
"The day after he landed from England in 1775, Penn.'s assembly named him to the Continental Congress",4,200,False,Benjamin Franklin,Sean,True,PATRIOTS,1,15
It's the Turkish word for fate or destiny,1,200,False,kismet,Sean,True,FOREIGN WORDS & PHRASES,1,15
"This largest Florida lake covers about 700 square miles, but its greatest depth is only about 15 feet",17,400,False,Lake Okeechobee,Sean,True,U.S. LAKES,1,15
This Pittsburgh Steelers tackle was named the AP's defensive player of the year twice: 1972 & 1974,12,400,False,Mean Joe Greene,Sean,True,PRO FOOTBALL,1,15
"Chains of office are worn by Grand Lodge Officers of this group, possibly named from being though peculiar",27,400,False,the Oddfellows,Anne,True,CHAIN OF COMMAND,1,15
"If ""Entertainment Tonight"" anchor Mary married Irish actor Gabriel, she'd suffer with this hyphenated name",22,400,False,Hart-Byrne,Anne,True,IF THEY MARRIED...,1,15
"John Dickenson's ""Fabius"" letters helped make this state he represented the first to ratify the Constitution",7,400,False,Delaware,Sean,True,PATRIOTS,1,15
"(Cheryl of the Clue Crew eats a slice of pizza on Arthur Avenue in New York.)  A motto on Arthur Avenue is ""mangia bene, vivi bene"", which translates to this",2,400,False,"eat well, live well",Jim,True,FOREIGN WORDS & PHRASES,1,15
"J. Strom Thurmond Lake, which has more than 100 small islands, lies on this state's border with Georgia",18,600,False,South Carolina,Sean,True,U.S. LAKES,1,15
"In 1969 he left the Packers & became the head coach, general manager & part owner of the Washington Redskins",13,600,False,Vince Lombardi,Triple Stumper,False,PRO FOOTBALL,1,15
This chain-wearer seen here sailed from Lisbon in 1497 with the São Gabriel and other ships under his command,28,600,False,Vasco da Gama,Triple Stumper,False,CHAIN OF COMMAND,1,15
