answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
Hunting & forest clearing (not a luxury automaker) have endangered this largest wild cat of the Americas,1,200,False,the jaguar,Ken,True,SCIENCE & NATURE,1,21
A stadium with the world’s largest roof was built in 1972 for the Olympic games in this city,26,200,False,Munich,Jeff,True,SPORTS VENUES,1,21
There's plenty of room here for your groceries,21,200,False,a pantry,Ken,True,2 PICTURES SAY 1 WORD,1,21
"""CAD"" stands for these 3 computer keys (often used together)",6,200,False,Ctrl+Alt+Delete,Ken,True,CHAT ROOM LINGO,1,21
The man he tied with 73 electoral votes in 1800,13,200,False,Jefferson,Jeff,True,AARON BURR,1,21
"AKA ""America’s Dairyland"", it’s one of the leading U.S. states in milk production",8,200,False,Wisconsin,Jeff,True,GOT MILK?,1,21
"Like an escargot, the abalone is an edible one of these gastropods",2,400,False,a snail,Beth,True,SCIENCE & NATURE,1,21
"On March 14, 1997 Scott Hamilton became the first figure skater inducted into this NYC sports arena’s Walk of Fame",27,400,False,Madison Square Garden,Ken,True,SPORTS VENUES,1,21
This is your John Hancock,22,400,False,your autograph,Ken,True,2 PICTURES SAY 1 WORD,1,21
"Don’t wait around if you read ""DHYB""; it means “don’t hold” this",7,400,False,your breath,Jeff,True,CHAT ROOM LINGO,1,21
The New Jersey college he graduated from at age 16,14,400,False,Princeton,Ken,True,AARON BURR,1,21
1 of this unit of milk weighs about 8 pounds,9,400,False,a gallon,Jeff,True,GOT MILK?,1,21
It's the branch of physics that deals with the nature & properties of light,3,600,False,optics,Jeff,True,SCIENCE & NATURE,1,21
"Built in 1912, this American League park is Major League Baseball's oldest & smallest in capacity",28,600,False,Fenway,Ken,True,SPORTS VENUES,1,21
This is right,23,600,False,starboard,Ken,True,2 PICTURES SAY 1 WORD,1,21
"""ESO"" is the insulting ""equipment smarter than"" this person",15,600,False,the operator,Ken,True,CHAT ROOM LINGO,1,21
"The man he went to New Jersey to meet on July 11, 1804",17,600,False,Hamilton,Ken,True,AARON BURR,1,21
A Frenchman created this process that kills microorganisms in milk by heating it,10,600,False,pasteurization,Jeff,True,GOT MILK?,1,21
Hermann Muller won a 1946 Nobel Prize for proving that the use of these can cause mutations,4,"1,000",True,X rays,Jeff,False,SCIENCE & NATURE,1,21
This Big 12 school plays its home basketball games at the Bob Devaney Sports Center,29,800,False,the University of Nebraska,Triple Stumper,False,SPORTS VENUES,1,21
This is your history,24,800,False,your background,Ken,True,2 PICTURES SAY 1 WORD,1,21
"""CD-ROM"" also stands for ""consumer device rendered"" this ""in months""",16,800,False,obsolete,Jeff,True,CHAT ROOM LINGO,1,21
The man he introduced the widow Dolley Todd to in 1794,18,800,False,James Madison,Ken,True,AARON BURR,1,21
This type of sugar that's less sweet than sucrose is found only in milk,11,800,False,lactose,Ken,True,GOT MILK?,1,21
